"text","label"
"La vue d'un homme qui se pisse dessus en public parce qu'il est trop saoul.","degout"
"Nous sommes restés bouche bée devant votre performance.","surprise"
"Ce film de possession est réputé pour être l'un des plus terrifiants jamais réalisés.","peur"
"Je suis triste de voir les paysages de mon enfance défigurés par l'urbanisation.","tristesse"
"La lecture de ce livre a ravivé des blessures que je croyais guéries.","tristesse"
"La pièce était pleine d'une fureur silencieuse, d'un million de cris étouffés.","colere"
"La notice de ce meuble a dû être écrite par un sadique, c'est incompréhensible.","colere"
"Mon frère a été mon témoin de mariage, sa présence était le plus beau des cadeaux.","joie"
"Leur incapacité à écouter est la source de tous ces putains de problèmes.","colere"
"J'ai enfin un plan de travail en bois massif, c'est une joie de cuisiner dessus.","joie"
"Il a appris à jouer de cet instrument en une semaine ?","surprise"
"La nouvelle procédure de notes de frais est en vigueur depuis le 1er du mois.","neutre"
"Le wagon du train de nuit était rempli de dormeurs aux visages las.","tristesse"
"Ce graffiti d'un pénis sur un monument historique est le summum de la bêtise.","degout"
"Le patient est allergique à la pénicilline.","neutre"
"J'ai réussi à faire une pizza avec une pâte fine et croustillante, comme en Italie.","joie"
"Leur incapacité à comprendre des concepts simples me rend chèvre.","colere"
"Le sentiment que les choses ne seront plus jamais comme avant est tenace.","tristesse"
"Une éclipse solaire partielle sera visible depuis la région.","neutre"
"L'expérience culinaire de ce restaurant est un véritable voyage.","surprise"
"Le roman 'Shining' est un chef-d'œuvre pour instiller une peur lente et progressive.","peur"
"L'idée de devoir parler en public me donne des sueurs froides.","peur"
"Je suis une tornade de rage contenue, prête à tout dévaster.","colere"
"Mon cœur est un réacteur à fusion qui a atteint le seuil de la joie auto-entretenue.","joie"
"La précarité de mon contrat m'empêche de me projeter dans l'avenir.","tristesse"
"Rien ne m'intéresse en ce moment.","tristesse"
"Tu as vraiment réussi à faire pousser un avocatier à partir d'un noyau ?","surprise"
"Le renouvellement du conseil d'administration est à l'ordre du jour.","neutre"
"Je suis triste que notre relation se résume maintenant à des banalités.","tristesse"
"Je suis une mélodie oubliée que plus personne ne fredonne.","tristesse"
"La justesse de son analyse, venant de lui, est pour le moins étonnante.","surprise"
"Oh mon dieu, je crois que je viens de supprimer le dossier 'Clients' au lieu de 'Corbeille'.","surprise"
"Ce film d'horreur est si efficace qu'il a provoqué des malaises dans les salles.","peur"
"La sortie mène à une chute de mille mètres.","peur"
"Mon équipe de basket a gagné le championnat, la ville est en fête et je partage cette liesse.","joie"
"L'odeur de la croûte de pain chaud est l'un des meilleurs parfums au monde.","joie"
"Leur manque de courage pour innover nous condamne à mourir à petit feu.","colere"
"La perspective de devoir déménager loin de tout me fait peur.","peur"
"Son absence totale d'empathie est ce qui me répugne le plus.","degout"
"Cette tournure est pour le moins inattendue.","surprise"
"Ce roman est un exercice de style narcissique, sans histoire, sans personnages, sans rien.","degout"
"Ce documentaire animalier montrant la lutte pour la survie m'a fendu le cœur.","tristesse"
"La construction de la nouvelle ligne de métro suit son cours.","neutre"
"Il a laissé le bain plein d'eau sale et de poils, quelle porcherie.","degout"
"Le campus est situé à la périphérie de la ville.","neutre"
"L'indifférence du gouvernement face à nos appels est assourdissante.","colere"
"Notre robot a réussi à accomplir sa tâche de manière autonome, l'équipe est en liesse.","joie"
"La censure de cette œuvre d'art est un acte de barbarie.","degout"
"Le seul autre client du supermarché a commencé à remettre les produits à l'envers sur les étagères.","peur"
"Ce moment de complicité avec un parfait inconnu, un sourire échangé, peut illuminer une journée.","joie"
"La sirène d'alerte tsunami retentit.","peur"
"Mon bonheur est un champ de force invisible qui me protège et m'énergise.","joie"
"L'incapacité de nos leaders à s'entendre sur l'essentiel est consternante.","tristesse"
"Te voir douter de toi comme ça me fait de la peine.","tristesse"
"Son style est un mélange atroce de Crocs, de chaussettes de sport et de short en jean.","degout"
"Mon chat a disparu depuis hier, je suis mort d'inquiétude.","tristesse"
"La pénicilline a été découverte par hasard, c'est fou.","surprise"
"L'agencement de cette bibliothèque est si logique et aéré, y chercher un livre est un plaisir.","joie"
"Le monde m'apparaît soudainement dans des teintes plus vives et plus belles.","joie"
"C'est d'une logique implacable et pourtant complètement fou.","surprise"
"Cette musique de merde me donne envie de devenir sourd.","degout"
"Mon bonheur est une certitude calme, un roc sur lequel je peux construire le reste de ma vie.","joie"
"Il a survécu à une chute qui aurait dû être fatale.","surprise"
"Votre maison est un labyrinthe, nous sommes étonnés à chaque pièce.","surprise"
"La signature de ce partenariat va ouvrir de nouveaux marchés, c'est une perspective exaltante.","joie"
"La fermeture des petits cinémas de quartier et des librairies indépendantes m'attriste.","tristesse"
"Cette orientation par défaut me laisse un sentiment d'échec.","tristesse"
"La planète sur laquelle nous avons atterri est un organisme vivant.","peur"
"L'algorithme de recommandation a trouvé le film parfait que je ne connaissais pas.","surprise"
"Son intervention en réunion était celle d'un bouffon.","colere"
"La salle de conférence était un volcan endormi dont le réveil était imminent.","colere"
"La lettre a été envoyée en recommandé avec accusé de réception.","neutre"
"Il est pétrifié à l'idée de devoir faire face à une maladie incurable.","peur"
"La cité perdue a été retrouvée.","surprise"
"La facture doit être acquittée sous 30 jours.","neutre"
"Cette nouvelle m'a achevé.","tristesse"
"L'application est compatible avec les tablettes.","neutre"
"Leur incapacité à assumer leurs responsabilités est le comble de la lâcheté.","colere"
"La lumière blafarde du lampadaire découpait des ombres solitaires.","tristesse"
"Le chien attend devant la porte.","neutre"
"Le fait que cette photo n'ait pas été retouchée la rend encore plus incroyable.","surprise"
"Ce traître, ce rat, je vais le détruire.","colere"
"Ce bâtiment en tôle ondulée rouillée est une cicatrice industrielle.","degout"
"Nous sommes surpris par la saveur sucrée de cet oignon.","surprise"
"La saleté des transports en commun est parfois révoltante.","degout"
"La conception de ce jeu de puzzle est si ingénieuse, chaque niveau est une nouvelle source de satisfaction.","joie"
"Il a éternué dans ses mains et a immédiatement touché la rampe de l'escalier.","degout"
"La vue d'un ongle qui tombe après un choc, révélant le lit rose et sensible en dessous.","degout"
"J'ai suivi la conférence en ligne via la plateforme de l'université.","neutre"
"Ce film sur l'exorcisme est le plus effrayant que j'aie jamais vu.","peur"
"Putain de merde, ça recommence.","colere"
"Ce fauteuil en léopard est d'une vulgarité sans nom.","degout"
"La vue de la sueur qui a collé sa chemise à son dos, dessinant sa colonne vertébrale.","degout"
"J'ai la hantise de me retrouver enfermé dans les toilettes publiques.","peur"
"Le prix de l'action a grimpé de 300% en une nuit ?","surprise"
"Les voix me disent de rejoindre ma famille... dans le mur.","peur"
"Le spectacle de votre lâcheté est une vision affligeante.","degout"
"Tu as vraiment obtenu 100% à ce test ?","surprise"
"La tension était si palpable qu'on aurait entendu une mouche voler.","colere"
"Une tempête de sable en pleine Europe, c'est inédit.","surprise"
"Mon cœur vient de faire un triple lutz piqué de pure allégresse.","joie"
"La performance de l'actrice principale, incarnant la paranoïa, était terrifiante.","peur"
"L'éco-anxiété est une forme de deuil pour un monde qui se meurt.","tristesse"
"Je compare sans cesse mon travail à celui des autres, et ça me paralyse.","tristesse"
"Des éclats de joie enfantine provenaient du manège au loin.","joie"
"L'odeur d'ozone après l'orage flottait dans l'air.","neutre"
"Ce jeu de société coopératif où l'on doit survivre à une épidémie est très anxiogène.","peur"
"Ce produit bio hors de prix qui a le même goût que le premier prix est une arnaque.","degout"
"J'ai une peur irrationnelle de dire la mauvaise chose au mauvais moment.","peur"
"La découverte de ce passage secret change toute la perspective de l'enquête.","surprise"
"Ça défie toute logique.","surprise"
"Ce jeu de survie est une expérience de stress intense et de peur constante.","peur"
"Leur manque de moyens alloués à la sécurité est irresponsable, ils jouent avec nos vies.","colere"
"La vue de son slip souillé, une ""trace de pneu"" bien visible, m'a écœuré.","degout"
"J'ai l'impression de passer à côté de ma vie.","tristesse"
"Leur irresponsabilité est une insulte à la mémoire de ceux qui se sont battus.","colere"
"Mon stage a été transformé en CDI, c'est une nouvelle fantastique.","joie"
"Tu as couru un marathon sans entraînement ?","surprise"
"La saleté sous ses ongles était si épaisse qu'on aurait pu y planter des géraniums.","degout"
"Je suis tellement tendu que je pourrais péter une corde vocale en chuchotant.","colere"
"L'atmosphère était si tendue que respirer devenait un effort conscient et douloureux.","colere"
"Tais-toi, trou du cul, ta voix m'insupporte.","colere"
"Le post-it est de couleur jaune.","neutre"
"Je suis effrayé par la haine que je vois parfois dans le regard des gens.","peur"
"J'ai sursauté au moindre bruit.","peur"
"La qualité de la reliure et du papier de ce livre en fait un objet dont la possession est une joie en soi.","joie"
"Sérieux ?","surprise"
"Cette mentalité de merde, c'est ce qui nous empêche d'avancer.","degout"
"La brume était si épaisse qu'elle semblait avaler les sons.","peur"
"Je suis stupéfait par la révélation de ses véritables intentions.","surprise"
"Ce livre pour enfants contient des illustrations étonnamment inquiétantes.","peur"
"Elle a peur de ne pas être à la hauteur de ses propres attentes.","peur"
"La vue d'un accouchement où le bébé sort couvert de sang et de merde (méconium).","degout"
"Cette friche industrielle n'est qu'un cimetière de rouille et de béton, une laideur absolue.","degout"
"un spectacle de guignols.","colere"
"Le sentier de randonnée est balisé en jaune.","neutre"
"Le livre a été imprimé sur du papier recyclé.","neutre"
"Mon enfant m'a dit que 'l'homme du placard' lui avait demandé de ne rien me dire.","peur"
"Le fait que la mission Voyager continue d'émettre après 45 ans est une source de fierté et de joie pour l'humanité.","joie"
"Le fait de préparer son propre kimchi et de le voir fermenter est une joie de biologiste amateur.","joie"
"Tu as vu le score final ? C'est un retournement de situation historique.","surprise"
"Le produit est actuellement en rupture de stock.","neutre"
"Leur système est une arnaque, et on est les pigeons.","colere"
"L'air était imprégné d'une colère muette mais palpable, une menace silencieuse.","colere"
"On m'aurait menti ?","surprise"
"La vue depuis ma fenêtre donne sur un terrain vague, c'est désolant.","tristesse"
"Le spectacle des coccinelles dévorant les pucerons de mes rosiers est une joie de jardinier bio.","joie"
"Berk, il y a de la moisissure au fond du pot de confiture.","degout"
"Ce roman d'horreur psychologique joue avec les nerfs du lecteur jusqu'à la dernière page.","peur"
"La sensation d'un aliment huileux sur les lèvres et les doigts est désagréable.","degout"
"Il est nécessaire de vérifier les références du candidat.","neutre"
"Putain, le personnage principal est mort dans le premier épisode !","surprise"
"Je suis dans une colère froide, calculée, et beaucoup plus dangereuse.","colere"
"Il a baissé les yeux, incapable de soutenir le regard des autres.","tristesse"
"La politique de cette entreprise me donne envie de démissionner.","degout"
"On ne sait rien de ce qui nous attend, et cette incertitude est terrible.","peur"
"Ce livre est une imposture intellectuelle du début à la fin.","degout"
"Le lampadaire est allumé.","neutre"
"Son indifférence est un mur contre lequel je me fracasse.","colere"
"Le fait que l'algorithme ait développé de l'humour est... troublant.","surprise"
"Son intuition, presque prophétique, me laissera toujours perplexe.","surprise"
"J'ai enfin trouvé la solution élégante à ce problème technique, quelle jubilation.","joie"
"C'est une journée absolument radieuse.","joie"
"Ce service de streaming est une catastrophe, ça coupe tout le temps.","colere"
"Ce costume vert pomme est d'une audace qui frôle le ridicule.","degout"
"La tapisserie décollée dans le coin de la chambre semblait pleurer.","tristesse"
"Est-ce qu'on est seuls ici ?","peur"
"Cette hypocrisie ambiante me donne envie de devenir ermite.","colere"
"Une excitation palpable et joyeuse se propageait dans la file d'attente pour le concert.","joie"
"Que veut-il de nous ?","peur"
"La carte d'accès à la chambre d'hôtel est magnétique.","neutre"
"L'annonce de la démolition de la piscine municipale de mon enfance m'a rendu nostalgique.","tristesse"
"Le simple fait d'automatiser une tâche répétitive est une petite victoire qui apporte une grande joie.","joie"
"Quel bâtard, il a volé le projet de son collègue.","colere"
"La texture des rognons, à la fois ferme et spongieuse, avec ce goût fort, est impossible pour moi.","degout"
"La routine a tué la magie de notre amour.","tristesse"
"Mon record personnel m'échappe pour quelques centièmes, la frustration est immense.","tristesse"
"Le sac poubelle a été changé.","neutre"
"Je suis un trou noir de colère, et mon horizon des événements est très proche.","colere"
"Je ne peux pas m'empêcher de regarder par-dessus mon épaule.","peur"
"L'impunité de la délinquance en col blanc me dégoûte.","degout"
"Désinfectez la plaie avant d'appliquer le nouveau pansement.","neutre"
"Les ventes au détail ont enregistré une croissance modérée.","neutre"
"La laideur de l'entrée de la ville est une promesse de tristesse et de béton.","degout"
"La vitesse de la lumière dans le vide est d'environ 300 000 km/s.","neutre"
"Le service des bus est assuré normalement.","neutre"
"Son obstination de mule est en train de faire couler tout le navire.","colere"
"La vue de la nourriture coincée dans les bagues d'un appareil dentaire est un spectacle peu ragoûtant.","degout"
"Je suis une supernova de bien-être, explosant en une myriade de particules de bonheur.","joie"
"L'odeur de l'encens et des fleurs fanées flottait dans la chapelle mortuaire.","tristesse"
"Le déclin de la liberté d'expression dans certains pays est un recul tragique.","tristesse"
"Le verre est à moitié plein.","neutre"
"Le goût de la bile, cette amertume qui brûle la gorge après avoir vomi.","degout"
"Votre silence face à ses propos racistes est une forme de complicité abjecte.","degout"
"Mon esprit n'arrive pas à le concevoir.","surprise"
"Ce plat d'abats en sauce était une vision cauchemardesque.","degout"
"Le constat que même les plus grands amours peuvent s'éroder est profondément décourageant.","tristesse"
"Le secrétariat a envoyé le programme du semestre.","neutre"
"Les regards échangés étaient des déclarations de guerre silencieuses, des promesses de coups bas.","colere"
"Quelle bande d'abrutis, ils n'ont même pas lu le brief.","colere"
"L'application est disponible en version premium payante.","neutre"
"C'est à n'y rien comprendre, et ça m'énerve au plus haut point.","colere"
"La vue d'un homme qui pisse dans une jardinière publique.","degout"
"Ce jeu est une bouse codée avec les pieds, c'est une insulte aux joueurs.","colere"
"La fin de cette série était si anxiogène que j'ai dû allumer toutes les lumières.","peur"
"Le magma est de la roche en fusion.","neutre"
"Je suis le seul dans le cimetière, mais je ne suis pas seul.","peur"
"La nouvelle de cette alliance politique contre-nature est écœurante.","degout"
"Alors ça, ça me dépasse.","surprise"
"Le cours de finance d'entreprise est le mercredi matin.","neutre"
"La ville a remporté le concours des villes fleuries, c'est un plaisir pour les yeux.","joie"
"Le grincement d'une vieille grille de fer qui s'ouvre sur un jardin à l'abandon.","tristesse"
"On appréhende tous la réaction du public à notre première.","peur"
"Cette cascade qui se jette directement dans la mer est un spectacle rare.","surprise"
"Cette couleur moutarde sur un mur est d'une laideur vintage.","degout"
"La dernière lumière du jour qui se retire de la vallée emporte avec elle une part de chaleur et de vie.","tristesse"
"Le vestiaire est obligatoire pour les sacs à dos.","neutre"
"Ce journaliste est un bouffon qui pose des questions stupides.","colere"
"Leur règlementation absurde est une insulte à l'intelligence pratique.","colere"
"Ce n'était donc pas une légende.","surprise"
"Tu es fiancé ? Mais tu ne nous avais rien dit !","surprise"
"J'ai vu une silhouette me faire signe depuis le dernier étage de l'immeuble en construction.","peur"
"Ce projet est un naufrage annoncé et tout le monde s'en branle.","colere"
"Ce festival du court-métrage était plein de découvertes surprenantes et joyeuses.","joie"
"Le regard déçu de mon enfant est la chose la plus douloureuse au monde.","tristesse"
"J'ai goûté ce plat exotique, la texture était gélatineuse et infecte.","degout"
"La vue d'une couche usagée abandonnée dans la nature est le symbole d'un incivisme crasse.","degout"
"La maison est trop silencieuse sans ses aboiements.","tristesse"
"Ce concert acoustique était d'une intimité et d'une chaleur qui font du bien à l'âme.","joie"
"Ce roman noir est si immersif que la paranoïa du personnage devient la nôtre.","peur"
"Tu as vraiment vu un OVNI ?","surprise"
"L'auteur a tué son personnage le plus aimé, c'est un choc.","surprise"
"Tu as eu ton diplôme avec les félicitations du jury ?","surprise"
"Ce produit est une véritable escroquerie, une merde vendue à prix d'or.","colere"
"Le service client de cette marque est d'une incompétence à vous faire sortir de vos gonds.","colere"
"Attention, ça va tomber !","peur"
"On dirait que tu portes toute la misère du monde sur tes épaules.","tristesse"
"Ce merdeux de première année se la raconte déjà.","colere"
"Cette exposition est un foutage de gueule artistique, une branlette intellectuelle.","colere"
"Pas si près du bord !","peur"
"L'odeur d'un cendrier froid et plein est l'une des plus immondes qui soient.","degout"
"Je baigne dans une onde de bien-être si profonde qu'elle semble infinie.","joie"
"Ce travail ne correspond plus à mes valeurs, et ça me pose un cas de conscience.","tristesse"
"J'en ai plus qu'assez de cette situation absurde.","colere"
"La mitose est un processus de division cellulaire.","neutre"
"Je suis terrifié à l'idée que mon enfant tombe gravement malade.","peur"
"Le retour de ce voyage a été brutal, la réalité est bien morne.","tristesse"
"Les résultats de l'admission ont été affichés à l'entrée.","neutre"
"Je me suis réveillé parce que je sentais une main froide sur mon pied.","peur"
"Ce projet est une merde sans nom, voué à l'échec depuis le début.","degout"
"Tu es le roi des trous du cul.","colere"
"Voir mon apparence changer à cause des traitements est une épreuve difficile.","tristesse"
"Non, c'est pas vrai, il a avoué ! Je pensais qu'il ne parlerait jamais.","surprise"
"La caméra de mon téléphone s'est allumée et montre quelqu'un dormant dans mon lit... alors que j'y suis.","peur"
"Son intervention, si brève et si percutante, a changé l'issue du débat.","surprise"
"Le silence qui a suivi son départ était plus assourdissant que n'importe quelle tempête.","tristesse"
"Une nouvelle pyramide a été découverte en Égypte.","surprise"
"L'air de la forêt sent la mousse et la terre.","neutre"
"Ce tag vulgaire sur un mur ancien est une souillure visuelle.","degout"
"L'amitié fusionnelle que nous partagions s'est dissoute dans le temps.","tristesse"
"Même si vous avez vos raisons, votre décision nous a tous profondément peinés.","tristesse"
"J'ai senti une goutte de sueur couler le long de ma tempe.","peur"
"Les os sous le plancher sont de taille enfantine.","peur"
"J'ai perdu confiance en toi, et c'est peut-être ça le plus triste.","tristesse"
"Tu as vraiment trouvé de l'or dans la rivière ?","surprise"
"Le bilan carbone a été réalisé par un cabinet spécialisé.","neutre"
"Je suis au bout du rouleau.","tristesse"
"Ce dîner entre amis était si simple et si parfait, plein de discussions profondes et de rires.","joie"
"La mentalité de compétition à l'université me répugne.","degout"
"Je suis dans une colère froide et polaire.","colere"
"Le bruit des manifestants en colère était une vague sonore de haine.","colere"
"La sensation d'un drap de lit qui sent la transpiration de quelqu'un d'autre est horrible.","degout"
"Ce petit merdeux se croit tout permis.","colere"
"Le dîner est prêt dans cinq minutes.","neutre"
"Le câble est blindé pour éviter les interférences.","neutre"
"La désinformation sur les vaccins est une menace pour la santé publique.","degout"
"J'ai peur que notre relation ne survive pas à cette épreuve.","peur"
"Je suis las de cette culture du résultat à tout prix, même au détriment de la santé.","tristesse"
"Il y a un double de ma maison juste en face, avec les lumières allumées.","peur"
"Tu as vraiment construit un robot fonctionnel ?","surprise"
"Je suis à deux doigts de tout plaquer.","colere"
"Je suis une avalanche en attente, le moindre bruit peut tout déclencher.","colere"
"La commande de matériel informatique a été réceptionnée.","neutre"
"Vous avez mémorisé tout le discours ?","surprise"
"Le décor de cette pièce de théâtre était minimaliste mais incroyablement angoissant.","peur"
"Cette tête de nœud ne sait même pas faire cuire des pâtes.","colere"
"L'acharnement de la direction sur cet employé est immonde.","degout"
"Ce roman de science-fiction a une construction de monde si riche, c'est une joie de s'y perdre.","joie"
"La sensation d'un cheveu étranger sur son visage est une micro-agression répugnante.","degout"
"Les résultats du baccalauréat ont été publiés.","neutre"
"Le chirurgien a commencé à opérer sans anesthésie.","peur"
"Le fait de voir son enfant s'endormir paisiblement dans ses bras est un moment de grâce absolue.","joie"
"Cette fresque murale est un gribouillage criard qui enlaidit la rue.","degout"
"Le manque de moyens pour l'éducation dans les quartiers défavorisés est désolant.","tristesse"
"J'ai peur de ne pas être un bon exemple pour mes enfants.","peur"
"Tu as eu une mention très bien ? Je suis scié.","surprise"
"Mon être tout entier est une coupe qui déborde d'un nectar de félicité.","joie"
"Mon dieu, mais cet enfant de 8 ans a un niveau de doctorat en physique.","surprise"
"L'agence spatiale européenne a approuvé une nouvelle mission vers Jupiter.","neutre"
"La vue du contenu d'un aspirateur, ce mélange de poussière, de cheveux et de merdes diverses.","degout"
"Je suis joie, amour et allégresse en une seule personne.","joie"
"Je suis une phrase inachevée dans une conversation interrompue.","tristesse"
"L'eau est composée de deux atomes d'hydrogène et d'un atome d'oxygène.","neutre"
"Le son des cloches de l'église sonne treize coups.","peur"
"La vue du vomi, avec ses morceaux à moitié digérés, est une épreuve visuelle.","degout"
"L'actrice que j'admire a remporté le prix d'interprétation, c'est amplement mérité.","joie"
"La vue d'un banc de poissons s'attaquant à un cadavre est un spectacle de la nature impitoyable.","degout"
"La vue d'un champignon ""lanterne du diable"", avec ses tentacules rouges et son odeur de cadavre.","degout"
"L'odeur d'une porcherie industrielle est une puanteur si dense qu'on pourrait la mâcher.","degout"
"La température de lavage est préréglée à 40 degrés.","neutre"
"Je suis à saturation, complètement, ma jauge de tolérance est dans le rouge vif.","colere"
"Cette autobiographie est le témoignage poignant d'une vie de souffrance.","tristesse"
"L'algorithme a développé une forme de créativité qui nous dépasse.","surprise"
"La peur s'est emparée de moi, une vague froide et paralysante.","peur"
"J'en ai plus que marre de cette situation de merde.","colere"
"Chacun de ses gestes semblait lent, empreint d'une grande lassitude.","tristesse"
"Les notes de frais doivent être déposées avant le 25 du mois.","neutre"
"J'ai arraché le papier peint, révélant des centaines d'yeux qui me fixaient.","peur"
"Ils ont reçu une lettre d'expulsion, c'est un drame absolu.","tristesse"
"Mon optimisme vient de passer en mode ""ludicrous"", merci pour le boost.","joie"
"Ce son, je ne l'ai jamais entendu de ma vie. D'où vient-il ?","surprise"
"Cette tour de bureaux est une seringue de verre qui perce les nuages.","degout"
"Le branchement s'effectue sur une prise secteur standard.","neutre"
"Je suis ébahi par la précision de cette réplique miniature.","surprise"
"Votre capacité à ignorer la souffrance des autres est monstrueuse.","degout"
"Le cours d'algorithmique est fondamental pour ma filière.","neutre"
"Le monde est décidément plein de surprises.","surprise"
"Je suis une étoile filante qui s'est écrasée avant d'avoir pu briller.","tristesse"
"Le bâtiment abandonné abritait une salle de bal intacte.","surprise"
"C'est un putain de trou noir de la logique.","colere"
"J'ai vu le pilote s'effondrer sur les commandes.","peur"
"La qualité de fabrication de cet objet artisanal est tout simplement parfaite.","surprise"
"Le bruit était une agression permanente, une torture pour les oreilles.","colere"
"Jamais je n'aurais cru qu'il se souviendrait de moi.","surprise"
"Respectez la polarité '+' et '-'.","neutre"
"J'ai abandonné l'idée d'être compris par lui.","tristesse"
"La déclaration de revenus doit être soumise avant le 1er juin.","neutre"
"Le fait que tu n'aies même pas cherché à comprendre m'a anéanti.","tristesse"
"Ce jeu vidéo de survie dans un monde post-apocalyptique est une expérience éprouvante.","peur"
"Ses cheveux poisseux de gel et de sueur sont absolument immondes.","degout"
"Le voir si transformé par l'amour est la plus belle des surprises.","surprise"
"Je suis une bombe amorcée avec un compte à rebours très, très court.","colere"
"L'absurdité des tâches administratives qu'on me demande me dégoûte.","degout"
"Les développeurs ont ruiné ce jeu avec leur dernière mise à jour.","colere"
"La sensation de la bave d'un autre sur sa joue après une bise ratée.","degout"
"Mon voisin a retrouvé son chat après des jours de recherche, je suis si content pour lui.","joie"
"Leur système est une toile d'araignée bureaucratique.","colere"
"Le fait qu'il ait construit tout ça de ses propres mains est à peine croyable.","surprise"
"Ce salaud m'a fait une promesse en l'air.","colere"
"Notre demande de subvention pour la recherche a été approuvée, l'avenir du projet est assuré.","joie"
"Cette mise à jour est une grosse merde qui a tout ralenti.","colere"
"Et dire que je passais devant tous les jours sans le voir.","surprise"
"Le rire est un vêtement trop petit que je n'arrive plus à enfiler.","tristesse"
"Mon esprit est un champ de bataille en ce moment.","colere"
"La cartographie des vents solaires est d'une beauté abstraite qui me fascine.","joie"
"La simple évocation de son nom suffisait à faire naître la crainte.","peur"
"Cette œuvre d'art est fascinante mais elle dégage un malaise palpable.","peur"
"L'effondrement d'un glacier est une image puissante et terrifiante du changement climatique.","peur"
"Je suis écœuré par le clientélisme qui règne dans ce service public.","degout"
"Pourtant, tout avait si bien commencé entre nous.","tristesse"
"La carte grise est au nom du propriétaire.","neutre"
"Ce ventilateur fait un bruit d'enfer, on dirait un avion au décollage.","colere"
"J'ai perdu l'équilibre un instant.","peur"
"Sa trahison me laisse un goût amer et poisseux dans la bouche.","degout"
"Mon artiste préféré vient d'annoncer une tournée, je suis euphorique.","joie"
"La réunion est annulée cinq minutes avant ?","surprise"
"J'ai une pression insupportable sur la poitrine.","peur"
"Comment est-ce que tu as pu faire tout ça en si peu de temps ?","surprise"
"Vous nous avez préparé un festin pareil ? Nous sommes sans voix.","surprise"
"Cette chaise de bureau est un instrument de torture, conçue par le diable.","colere"
"J'ai enfin réussi à faire fonctionner cette interaction complexe en CSS, c'est une petite victoire qui fait un grand plaisir.","joie"
"La pollution plastique a atteint les endroits les plus reculés de la planète, c'est déprimant.","tristesse"
"La compagnie aérienne a ajouté une nouvelle destination à son catalogue.","neutre"
"La ruelle était sombre, les murs suintaient et une odeur d'égout stagnait.","degout"
"La vue du fond d'un vide-ordures, ce trou noir vers un enfer de merde.","degout"
"Mon manuscrit a été accepté par une maison d'édition, c'est le plus beau jour de ma vie.","joie"
"Mes sourcils ont probablement atteint la racine de mes cheveux.","surprise"
"La vue d'un poil dans la soupe est une expérience culinaire traumatisante.","degout"
"La faillite de cette coopérative locale est un coup dur pour notre communauté.","tristesse"
"L'harmonie des couleurs de ce carnet de voyage donne envie de dessiner le monde, c'est une joie créative.","joie"
"Tu viens d'appuyer sur l'interrupteur de ma bonne humeur.","joie"
"Apprendre que mon ami a vaincu sa maladie m'a transporté de bonheur.","joie"
"Le dialogue de sourds que nous avons eu a creusé un fossé entre nous.","tristesse"
"Tu as réussi à le faire parler ?","surprise"
"La pression pour être parfait sur les réseaux sociaux est une prison mentale.","degout"
"Le spectacle de son chien qui se lèche le cul avec application est fascinant et dégueulasse.","degout"
"Attends, le boss nous donne une semaine de congé payé en plus ?","surprise"
"La dégustation de la première fraise de mon jardin est un moment de pur délice.","joie"
"La douceur d'une pêche de vigne est le goût même de la fin de l'été.","joie"
"Ce vin a un goût de bouchon, c'est absolument imbuvable.","degout"
"Les non-dits pèsent lourdement sur nos relations.","tristesse"
"Leur façon de traiter les stagiaires est scandaleuse, c'est de l'exploitation.","colere"
"J'ai enfin compris toutes les règles de ce jeu de plateau complexe, c'est parti pour le fun !","joie"
"La tradition du repas de Noël en famille est une source de joie et de souvenirs renouvelés.","joie"
"Ce manoir abandonné a la réputation d'être hanté, l'ambiance y est sinistre.","peur"
"Le laxisme de la justice face à ces criminels en col blanc me dégoûte.","colere"
"La chorégraphie du ballet était d'une fluidité et d'une grâce qui inspiraient une joie contemplative.","joie"
"Le fait qu'il ait pu décrypter ce code réputé inviolable est un exploit de cryptographe.","surprise"
"Il a ouvert sa paume, et un œil s'est ouvert à l'intérieur.","peur"
"Cette journée est à marquer d'une pierre noire.","tristesse"
"Je suis heureux de te connaître.","joie"
"Je ressens une plénitude si intense que j'ai envie de la partager avec l'univers entier.","joie"
"Le robot a accompli sa tâche avec une finesse inattendue.","surprise"
"L'ambiance était lourde, poisseuse de ressentiment.","colere"
"Comment cette porte a-t-elle pu s'ouvrir toute seule ?","surprise"
"Le fait de partager un univers de jeu avec des milliers d'autres joueurs est une expérience unique.","joie"
"La collecte des encombrants a lieu le premier mardi du mois.","neutre"
"Je stresse à mort pour mon oral de demain.","peur"
"J'ai mis en place un filtre anti-spam.","neutre"
"Les feuilles mortes qui tourbillonnent et s'accumulent dans les coins de la cour.","tristesse"
"Cette illusion est si parfaite que mon cerveau refuse de croire la vérité.","surprise"
"Le stage de césure est une option possible.","neutre"
"Le trottoir est en béton.","neutre"
"Je suis dans un état de joie si avancé que je commence à comprendre le langage des oiseaux.","joie"
"Franchement, la motivation est partie en vacances sans moi.","tristesse"
"L'entracte durera vingt minutes.","neutre"
"Ce recueil de nouvelles est un petit bijou d'écriture, chaque histoire est un enchantement.","joie"
"J'ai réussi à restaurer la reliure d'un vieux livre, c'est un travail qui me comble.","joie"
"J'ai l'impression de marcher sur un tapis de nuages.","joie"
